key,fare_amount
2015-01-27 13:08:24.0000002,11.348342864246476
2015-01-27 13:08:24.0000003,11.408375182103066
2011-10-08 11:53:44.0000002,11.268984184068582
2012-12-01 21:12:12.0000002,11.36666362888689
2012-12-01 21:12:12.0000003,11.567603225045506
2012-12-01 21:12:12.0000005,11.502614823787864
2011-10-06 12:10:20.0000001,11.38785650415432
2011-10-06 12:10:20.0000003,14.404487415121533
2011-10-06 12:10:20.0000002,11.514447843628767
2014-02-18 15:22:20.0000002,11.395252504536423
2014-02-18 15:22:20.0000003,11.376227554391972
2014-02-18 15:22:20.0000001,11.917113678191338
2010-03-29 20:20:32.0000002,11.316524682636958
2010-03-29 20:20:32.0000001,11.529389266062454
2011-10-06 03:59:12.0000002,11.362780741970182
2011-10-06 03:59:12.0000001,11.71964584588084
2012-07-15 16:45:04.0000006,11.278306551414124
2012-07-15 16:45:04.0000002,11.5959298104653
2012-07-15 16:45:04.0000003,11.247116091600798
2012-07-15 16:45:04.0000004,11.302515367209795
2014-10-29 02:09:56.0000001,11.465024673941262
2014-06-14 13:39:00.00000010,11.553373915431473
2014-06-14 13:39:00.00000060,11.280752288192502
2014-06-14 13:39:00.00000087,11.408444757066452
2014-06-14 13:39:00.00000050,11.610251454170323
2014-06-14 13:39:00.0000003,11.399297822721259
2014-06-14 13:39:00.000000158,13.19587090320994
2014-06-14 13:39:00.00000015,12.045824252836558
2014-06-14 13:39:00.00000073,11.28205040250972
2014-06-14 13:39:00.00000077,11.7503620758153
2014-06-14 13:39:00.000000145,11.31897444818824
2014-06-14 13:39:00.00000079,11.309463702843797
2014-06-14 13:39:00.000000121,11.236737323449757
2014-06-14 13:39:00.00000021,11.318883277851159
2014-06-14 13:39:00.0000005,11.349973305583386
2014-06-14 13:39:00.000000165,11.404622817867871
2014-06-14 13:39:00.000000184,11.260057508733285
2014-06-14 13:39:00.00000059,11.387796400825014
2014-06-14 13:39:00.00000070,11.510691022584302
2014-06-14 13:39:00.00000068,11.26116759581288
2014-06-14 13:39:00.000000133,11.845119494923278
2014-06-14 13:39:00.000000128,11.525355798342277
2014-06-14 13:39:00.000000136,11.831137465254713
2014-06-14 13:39:00.00000017,11.323816033009667
2014-06-14 13:39:00.000000111,11.278221393644717
2014-06-14 13:39:00.000000115,11.493863174149912
2014-06-14 13:39:00.000000168,11.385542374732044
2014-06-14 13:39:00.00000031,11.445665174098425
2014-06-14 13:39:00.000000116,11.406681040913448
2014-06-14 13:39:00.00000051,11.337377720908455
2014-06-14 13:39:00.000000193,11.73516978074066
2014-06-14 13:39:00.000000132,11.746918706551776
2014-06-14 13:39:00.000000167,11.93568147787448
2014-06-14 13:39:00.00000044,11.291485560318927
2014-06-14 13:39:00.000000138,11.322230943094425
2014-06-14 13:39:00.00000066,11.655929137299998
2014-06-14 13:39:00.00000063,11.55301842882092
2014-06-14 13:39:00.000000154,11.649103358568539
2014-06-14 13:39:00.00000097,11.6881716884209
2014-06-14 13:39:00.00000067,11.638863192784065
2014-06-14 13:39:00.000000179,11.447779491428665
2014-06-14 13:39:00.00000092,11.258778852250487
2014-06-14 13:39:00.00000029,11.260366767126712
2014-06-14 13:39:00.000000177,11.315621623211658
2014-06-14 13:39:00.000000192,11.33764326755602
2014-06-14 13:39:00.000000181,11.324248512393488
2014-06-14 13:39:00.000000120,11.370450971176329
2014-06-14 13:39:00.0000008,11.315835976910085
2014-06-14 13:39:00.000000103,11.276537806145514
2014-06-14 13:39:00.00000049,11.717593033701418
2014-06-14 13:39:00.000000108,11.444180709052038
2014-06-14 13:39:00.00000072,11.315357052366014
2014-06-14 13:39:00.000000182,11.636789764044243
2014-06-14 13:39:00.00000061,11.34405157134136
2014-06-14 13:39:00.00000093,11.52073251488817
2014-06-14 13:39:00.000000170,11.739293073732451
2014-06-14 13:39:00.000000147,14.141407728786781
2014-06-14 13:39:00.000000140,11.274090513805511
2014-06-14 13:39:00.000000159,11.22680508285486
2014-06-14 13:39:00.00000012,11.297414386963707
2014-06-14 13:39:00.00000025,11.361190146202206
2014-06-14 13:39:00.000000156,11.397207756896092
2014-06-14 13:39:00.000000152,11.359966672393586
2014-06-14 13:39:00.000000129,11.293000260662996
2014-06-14 13:39:00.000000119,11.719533935028899
2014-06-14 13:39:00.000000118,11.34274349296196
2014-06-14 13:39:00.00000076,11.272090124131548
2014-06-14 13:39:00.000000135,11.233408419955166
2014-06-14 13:39:00.00000023,12.051457795590736
2014-06-14 13:39:00.00000082,11.473997855211074
2014-06-14 13:39:00.000000125,11.323151698723898
2014-06-14 13:39:00.00000075,11.4970194867114
2014-06-14 13:39:00.000000124,11.443607693213611
2014-06-14 13:39:00.000000172,11.366763028819122
2014-06-14 13:39:00.00000024,11.69936837312011
2014-06-14 13:39:00.000000169,11.453614987465153
2014-06-14 13:39:00.00000052,11.42725468581529
2014-06-14 13:39:00.000000161,11.61018184277733
2014-06-14 13:39:00.00000038,11.463187986545762
2014-06-14 13:39:00.00000035,11.30220817090055
2014-06-14 13:39:00.00000053,11.665115807742048
2014-06-14 13:39:00.000000183,11.44664874573252
2014-06-14 13:39:00.000000131,14.35049319371792
2014-06-14 13:39:00.000000180,11.371037740771873
2014-06-14 13:39:00.000000130,11.225730221549139
2014-06-14 13:39:00.00000032,11.22544050450073
2014-06-14 13:39:00.000000148,11.620506821415194
2014-06-14 13:39:00.0000007,11.531214342071264
